Total Income,Age,Gender,Dependents,Occupation,Rent,Loan_Repayment,Insurance,Shopping,Transport,Eating_Out,Entertainment,Utilities,Healthcare,School Fees,Miscellaneous,Expenses,Disposable_Income
64146.6,20,Female,1,Professional,3621.996577,0,594.5,3328.2,1318.7,501.6,570.1,1746.4,992.8,1684.9,308,14667.3,51317.3
51335.4,34,Male,2,Student,3400.627366,0,334.9,1551,729.7,465.8,457,890.4,525.3,892.1,140.9,9387.8,41068.3
52231,19,Female,1,Professional,1834.649177,0,591.3,1429.5,916.3,501.5,452.8,767.7,593.2,1064.3,246.1,8397.3,41784.8
92914.6,49,Female,4,Self_Employed,15874.38159,0,2092.6,5854.9,3797.4,2454,1601.4,3417.5,2208.4,3212.9,1389.4,41902.8,74331.7
70470.7,39,Female,3,Student,4570.597778,0,1447.2,4449.8,1785.1,1258,648.2,1329.4,954.5,1907.7,488.1,18838.5,56376.5
66853.3,56,Male,3,Self_Employed,4027.990438,0,742.4,3551.8,1562.9,835.2,1098.4,1500.6,1261.6,1885.6,803.7,17270.2,53482.6
61372.1,50,Female,1,Self_Employed,4274.415788,0,903.2,2708.1,1331.6,757.1,944,1480.2,1003,1926.1,518.2,15845.8,49097.7
63501.1,39,Male,1,Self_Employed,4700.21566,0,833.2,2670.4,1188.1,664,683.9,1406.7,942.8,1465.8,500.1,15055.2,50800.9
109319.5,64,Female,1,Retired,20795.86176,0,2739.7,8197.7,3798.7,2733.8,3066.9,3080.7,2660.4,4852.4,1947.4,53873.5,87455.6
62942.8,21,Male,3,Self_Employed,6882.82592,2844.67539,848.6,2682,1398.1,744.7,581.1,1499.4,882.4,2038,489.8,20891.5,50354.2
50261,55,Male,1,Professional,3078.285563,0,430.3,1515.1,736.7,247.1,292.9,661.7,434.3,673,149.2,8218.6,40208.8
94386.7,30,Female,4,Student,10877.3309,3052.58553,1423.1,5813.2,3749.5,2614.7,2662.1,2199.3,2634.5,3183.9,1358,39568.3,75509.3
65464.8,40,Female,4,Professional,7639.431934,0,1254.6,3099.7,2032.3,698,1127.1,1897.4,1082.6,2069.7,594.1,21494.9,52371.8
70763,30,Male,3,Self_Employed,6152.608644,3782.086427,1086.2,3143.3,1854.6,1479.7,664.6,1363.4,1478.8,2438.7,825.4,24269.4,56610.4
148555.3,37,Female,0,Self_Employed,21711.06665,0,4842,13676.9,8216.1,4825.4,5389.9,8654.4,3516.9,0,2795.1,73627.8,118844.3
69510.6,50,Female,0,Self_Employed,5902.116547,0,608.1,4195.2,1781.6,758.2,956.6,1186.7,1146.9,0,623.4,17159,55608.5
77808.9,51,Male,0,Self_Employed,11342.66768,0,928.1,5610.9,2176.9,1002.4,914.4,2381.2,1208.5,0,1010,26575.1,62247.1
51682.1,55,Female,4,Student,2336.421946,1479.790429,350.4,1349.2,757.6,315.6,327.9,656.4,387.2,907,279.2,9146.9,41345.7
65165.2,46,Female,2,Student,7549.557977,0,1039,2758,1625.2,505,884,1329.3,1207.9,1840,469.1,19206.8,52132.2
88853.1,49,Female,0,Retired,9770.62373,3427.999143,1429.7,6399.7,2899.3,1798.1,1114.3,3127.3,1958.9,0,525.4,32451.4,71082.5
48644.3,28,Male,2,Student,1728.856975,618.9260071,374.3,997.8,662.8,331.3,306.8,454.3,271.2,479.2,104.2,6329.7,38915.4
75229.1,35,Female,3,Self_Employed,7045.82712,0,843.6,3698.1,2742.8,1600.3,1658.4,2030.7,1643.3,3404.3,837.5,25504.7,60183.3
72519.2,62,Female,4,Retired,6503.83711,0,1083.5,3586.8,2149,1265.8,1351.7,2264.3,1404.6,1749,829.9,22188.4,58015.3
71007.4,38,Female,0,Self_Employed,4651.116793,5906.277627,917,3134,2157.7,999.8,1432.1,1388.8,1018.4,0,861.8,22467.1,56806
108780.8,29,Male,4,Retired,10317.1186,0,1578.5,9921.1,4847.8,2757.3,1890.2,5377.7,2668,6173.4,1989.1,47520.1,87024.6
79202.8,56,Female,3,Student,5880.420122,0,1637.1,4656.6,2305.6,1749.6,1402.2,2920.8,1369.2,3129.3,407.7,25458.5,63362.2
137871.5,37,Female,4,Student,29361.43551,7688.526489,4535.2,13600.5,6877.5,2470.3,2240.4,6413.7,3859.5,5974.5,2299.3,85320.8,110297.2
53549.2,24,Female,1,Student,4064.752944,1311.805479,626.6,1798.7,841.4,280.2,545.4,993.6,597.9,984.5,233.8,12278.7,42839.3
73446.2,44,Female,0,Retired,6689.232359,0,936,3667.9,2094.6,1227.3,895.5,2019.2,1104.7,0,551.7,19186.2,58756.9
72097.3,24,Male,4,Professional,4814.589686,0,1573.2,3844.6,2448.6,1041.4,807.1,1709.4,1300.8,2657.7,384.7,20582.2,57677.8
52753.3,19,Female,4,Self_Employed,3826.004252,0,561.4,1559.4,851,587.8,332,842.1,583.6,740.1,304.5,10187.8,42202.7
104472.2,60,Female,4,Student,9670.822845,6102.346297,1751.9,8545.6,5030.6,2541.6,2565.6,5109.4,1949,5203,1151.8,49621.6,83577.7
232661.7,50,Female,3,Student,38532.34868,28636.60275,8921,28194.7,13853.9,5953.8,6296.5,12674.2,7069.9,13802.4,4564.8,168500.2,186129.4
69594.6,38,Male,0,Self_Employed,4439.192707,0,761.7,3241.1,1970.5,1106.8,950.7,1643.4,985.5,0,454.4,15553.3,55675.7
84934.9,46,Female,0,Professional,13480.46294,0,1098.5,5400.2,3198.2,1656.3,1099.2,3274.6,1505.8,0,1191.6,31904.9,67947.9
72098.6,49,Female,1,Self_Employed,6419.718375,0,1489.4,3534.6,1924.3,1099.5,764.5,1289.8,1038.4,2493.8,578.6,20632.6,57678.9
56951,62,Male,1,Student,3390.209549,0,809.1,2393.8,1082.9,687.4,543.8,749.9,518.7,1001.9,423.2,11600.9,45560.8
46990.8,29,Female,4,Student,1398.151835,0,234.7,956.4,443.5,203.2,222.4,338.7,218.3,355,102.5,4472.8,37592.6
57057.3,30,Male,0,Professional,3411.461128,0,675.4,2409.9,1276.3,577.2,467.7,1196.4,704.8,0,192.7,10911.8,45645.8
49851.6,56,Female,0,Retired,1477.735269,0,291.7,1366.1,586.9,484.6,440.6,769.3,431.6,0,179.4,6028,39881.3
157270,61,Male,4,Professional,17590.50133,0,5037,11886,7809.8,3404.9,4824.4,5233.9,4955.7,8772.5,2669.6,72184.3,125816
67360.8,57,Female,2,Self_Employed,8208.226,0,1234.4,3099.7,1719.9,672.7,764.3,2100.5,838.5,1844.8,484.5,20967.3,53888.6
62747.7,20,Male,0,Student,4549.530342,0,592,2676.8,1780.7,465,823.4,1716,958.4,0,530,14091.7,50198.1
101100.5,56,Male,4,Professional,12220.10479,0,2492.3,8560.8,4621.3,1654.2,2479.1,3966.3,2315.4,5334.8,1463.9,45108.2,80880.4
52228.8,25,Male,4,Student,1834.324905,1789.011721,569.9,1743.8,953.1,265.3,419.4,726,543.7,619.5,135.7,9599.7,41783.1
56243.7,63,Female,2,Retired,3248.743281,3036.089711,698.9,2006.5,1025.8,635.6,388.5,789.6,773,1560.6,266.5,14429.8,44995
71679,63,Male,1,Professional,6335.807579,0,1387.2,4730.1,1961.3,766.2,1055.4,1528.6,1391,2194.4,936,22286.1,57343.2
108320.7,19,Male,4,Professional,20496.20548,7543.782843,1838.2,8643.3,3975.7,2574.2,1898.6,5399.4,2857.1,4120.1,1536,60882.6,86656.5
84815.1,23,Female,0,Student,8963.022524,0,2006.8,5622.4,2561,1251.4,1127.8,2052.5,1501.4,0,452.6,25538.8,67852.1
76593,58,Female,1,Retired,10977.90582,0,1289.5,4641,2316.3,889.6,994.8,2124.5,1393,3434.3,808.9,28869.8,61274.4
71934.6,32,Male,1,Student,6386.929634,5333.426493,650.1,4372.1,1756.2,1315.6,1412.7,1912.7,1139.2,2277.6,705.3,27261.9,57547.7
81321.6,64,Male,1,Self_Employed,6198.244341,0,1654.3,4910.3,3301,2049.7,1316.2,1985.4,1322.6,3100.5,1075.7,26913.8,65057.3
75251.9,29,Female,4,Self_Employed,10575.57293,3758.334466,1525.6,5123,1947,1620.4,1562.5,2521.1,1345,2035.6,373.6,32387.8,60201.5
53160.5,58,Male,0,Retired,2632.09906,1131.89085,571.9,1677.6,954.7,582.6,313.3,760.4,603.6,0,295.7,9523.8,42528.4
71126.5,49,Male,2,Self_Employed,4668.980661,5717.682958,1493.7,3782,2335,1345.4,1159.2,1807.4,1394.7,2001.7,596.5,26302.4,56901.2
52708.2,23,Male,3,Student,3812.456188,0,286.9,1427.2,1001.1,391,480.1,646.1,474.2,1234.4,143.1,9896.5,42166.5
72010.5,44,Male,3,Professional,9603.144641,0,820.6,3788.1,1890,810.4,1489.2,2411.3,1455.6,3192.6,838.1,26299.1,57608.4
60423.4,64,Female,1,Self_Employed,4084.670712,0,976,2716.1,1558.3,483.4,712.7,889,792.9,1206,488.8,13907.8,48338.7
268766.7,30,Female,3,Retired,34315.00407,28035.19533,9726.9,34015.3,13432.4,8694.2,8912.3,17786.2,8046.7,22436.1,4385.9,189786.1,215013.4
69057.7,40,Female,3,Retired,5811.530505,3154.98234,944.7,3751.5,1892.8,1253.7,1394.5,1783.1,1081,1545.6,431.6,23045.2,55246.1
49755.3,27,Male,4,Student,1951.050248,1812.960233,235.6,1237.3,656.9,484.2,213.6,596.1,384,651.5,135.6,8358.9,39804.2
66946.5,31,Female,2,Self_Employed,8083.948337,0,1215.8,3102.6,1760.9,946.7,1000.6,1478.8,962.7,2618.5,393.7,21564.2,53557.2
85453.3,20,Female,3,Self_Employed,6817.987861,0,1332.8,6637.8,2491.9,1508.6,1016.8,2575.9,1871.4,2673.7,998.7,27925.6,68362.6
154421.4,29,Male,2,Self_Employed,22884.28948,0,5151.2,14956.2,9117.1,3355.2,4915.8,4657.6,5444.4,8897.9,1845.8,81225.5,123537.2
58720.8,42,Female,3,Retired,5616.241441,0,687.4,2666.4,1032.3,598.9,584.2,865.5,785.8,1701.4,551.6,15089.9,46976.6
48459.2,18,Male,1,Retired,1691.84067,1614.956452,305.4,873.9,439.6,251.6,297,425,271.1,440,170.1,6780.5,38767.4
97666,49,Female,1,Retired,11533.1913,6788.107169,2195.8,7974.1,2890.8,1808.2,1940.4,4108.1,2074.1,3649.5,1466.8,46429.2,78132.8
49941.5,41,Female,2,Professional,1988.300999,0,324,1124.7,720,420.5,208.4,586.1,367.5,918.5,203.4,6861.4,39953.2
61163.4,59,Female,2,Student,4232.678958,0,493.1,3128.7,1090.5,706.2,487.5,900.4,959.8,1666.7,558.8,14224.3,48930.7
64412.6,26,Male,2,Professional,3661.895862,0,917.3,2618.7,1384.9,933.9,578.1,1853.1,911.8,1303.8,538.5,14702.1,51530.1
68374.5,18,Female,2,Retired,8512.347996,0,926.4,2990.2,1863.9,1301.6,1116.1,1313.7,1245.9,1500.3,654.3,21424.7,54699.6
92066.9,59,Female,0,Self_Employed,10413.37497,0,1758.6,6102.2,2946.3,2155.6,2103.1,2636.5,2557.1,0,1308.9,31981.6,73653.5
57362.1,56,Female,1,Self_Employed,3472.420994,919.3537876,659.9,1997.5,1299.9,392.1,754.6,1385.7,828.5,1500.9,418.8,13629.6,45889.7
64100.1,27,Male,3,Professional,7230.015468,1322.353975,584.7,3598.3,1549.3,1032.6,701.7,1400.6,744.8,1380.6,516.6,20061.5,51280
69659.5,61,Female,0,Retired,4448.918863,0,806.2,3892.2,2274.5,1459.5,1063.1,1757.4,1056.6,0,697.1,17455.6,55727.6
73814,60,Female,2,Retired,10144.20842,0,967.8,4699.3,2591.2,1447.4,1313.8,2604.7,1565.3,3335.6,885.7,29554.9,59051.2
72442.2,58,Female,3,Retired,9732.651016,0,1015.9,3474.1,2080.8,1300,1068.2,1311.5,1309.9,2512.3,861.3,24666.6,57953.7
82521.2,47,Male,1,Self_Employed,12756.35014,6010.580068,974.7,6368.5,2402.5,1298.2,1875.9,1810.4,1678.9,3028.2,1212.8,39417,66016.9
98925.2,22,Female,2,Self_Employed,17677.56259,10477.08337,1455,8441.5,3591.4,1961.6,2064,3610.2,2713.9,4968.7,781.9,57742.8,79140.2
81071.1,21,Female,4,Retired,12321.32954,0,1135.6,6055.4,3144.4,1529.5,1274.4,2095.7,1799.9,3938.8,577.1,33872.3,64856.9
83123.4,62,Female,2,Professional,8624.680235,0,1761.3,4781.3,3222.8,1652.5,1259.1,2306.1,1615.9,3501,781.2,29505.8,66498.7
48460.6,25,Male,3,Student,1692.117894,0,339.4,983,483.7,193,362.1,602.1,419.2,570.7,189.6,5834.9,38768.5
71230,33,Male,1,Self_Employed,9369.003464,0,633.2,4483.1,2023.3,729.4,738.4,1281,1367.8,1920.3,844.9,23390.2,56984
84027,18,Male,2,Self_Employed,6604.052232,0,973.9,5223.3,3171.8,926,1322,1829.9,1875.4,2592.7,638.4,25157.4,67221.6
93750.4,32,Female,1,Student,10750.07171,0,1879.7,5411.4,3184.1,1885.5,2402.3,4095.2,1795,3242.2,1233.6,35878.9,75000.3
57241.5,41,Male,0,Retired,3448.291358,3125.62951,564.7,2533.3,1225.6,445.5,635.1,861.5,644.7,0,428.4,13912.7,45793.2
57707.1,32,Male,4,Professional,5312.131448,0,510.5,1936.5,936.4,473,721.8,1324,624.9,989.1,423.5,13251.7,46165.7
58952.1,23,Male,0,Professional,3790.427953,0,663.7,1908.8,1249.2,636.6,909.3,1473.7,923.8,0,511.3,12066.8,47161.7
86077.7,19,Male,4,Retired,13823.3017,8532.303861,1198,5305.1,2850.5,1272.5,978.4,2138.3,1597.6,2823,854.7,41373.5,68862.1
108600.7,22,Female,0,Self_Employed,20580.19944,0,1650.2,9208.1,3557.6,3418,2367.2,2986.8,3247.3,0,2055.5,49070.9,86880.5
61654.8,56,Male,1,Retired,4330.969342,3705.734632,478.4,2851.6,1626.5,821.9,444.8,1505.2,822.9,1719.7,510.6,18818.2,49323.9
102026.8,58,Female,1,Self_Employed,12405.36847,0,1374,6821.5,3631.7,1513.5,2235.7,4786.6,2628.8,4539.4,1199.1,41135.7,81621.5
73114.8,51,Male,0,Professional,9934.449106,5988.401303,858.7,4084.3,1845.2,1103.6,664.2,2350.3,1218,0,678.9,28726.1,58491.9
67160.6,56,Female,3,Self_Employed,5432.127421,0,1187.8,3639.7,1827.8,1264,768.1,1586.1,1273.3,2640.1,751.9,20371,53728.5
65332.5,49,Male,0,Professional,7599.763995,4464.773954,1116.6,3258.1,1941.7,893.2,603.7,1078.2,855.9,0,692.2,22504.1,52266
94515.6,46,Male,2,Professional,16354.67303,0,2582.6,7433.1,4076.6,2397.8,1323.2,2483.4,2306.5,4662.7,1534,45154.5,75612.5
78925.9,46,Female,3,Professional,7785.178414,0,1550.7,4746.9,2093.8,1186.4,1013.3,2905.6,1722.2,2471.9,1046.6,26522.6,63140.7
225278.1,41,Female,1,Self_Employed,37055.612,0,5794.7,22146.7,11567.6,3998.7,8795.7,8172.3,7597.7,12228.7,3498.6,120856.5,180222.4
55171.5,63,Male,0,Retired,2275.722723,0,361.9,1560.9,1190.9,634.7,640.6,657.5,519.7,0,289.9,8131.8,44137.2
85407.6,48,Female,3,Professional,9081.513201,0,1206.6,6567.6,2521.3,2004,2081.7,1860,1693.7,2697.9,576.3,30290.7,68326.1
59645.3,41,Male,2,Retired,3929.053909,3458.116314,652,2828.6,1300.6,903.5,866.8,1047.4,924.2,1575.1,217.4,17702.7,47716.2
54965.8,32,Male,4,Student,4489.740872,0,411.2,1819.6,750.9,611.7,359.9,887.5,475.8,784.3,336.5,10927.2,43972.6
69740.3,29,Female,1,Student,5948.063828,2947.866957,875.9,4203.4,1571.7,923.6,747.7,1519.8,1359.1,2093.3,784.9,22975.3,55792.3
73484.4,37,Male,3,Professional,10045.31705,0,1618.1,4394.4,1943.9,1545.2,1058.6,2022.8,1317.2,2005.4,490.8,26441.9,58787.5
349740.9,21,Male,3,Student,61948.18521,0,9781.1,34886.9,17724.4,13340.5,8635.3,23399.3,11519.9,25294.6,4874.3,211404.6,279792.7
65890.6,30,Male,3,Professional,3883.592954,0,636.7,2818.7,1728.6,735.2,567.1,1482.2,817,2224.2,417.4,15310.7,52712.5
52146.7,58,Female,0,Self_Employed,2429.332396,0,369,1245.9,679.8,508.3,490.4,620.5,373.9,0,228.4,6945.6,41717.3
77322.9,61,Female,1,Self_Employed,7464.571613,0,789.3,4964.6,2562.7,1097,1367.6,2414.3,1354.1,3394.6,625.9,26034.7,61858.3
45705.8,27,Male,1,Self_Employed,1141.162454,622.2476733,219.7,651.2,435.1,260.4,197,229.5,256.6,431.5,167.8,4612.2,36564.6
67872.3,58,Male,0,Retired,5574.452148,0,1160,4037.9,2075.7,1033.7,1197.1,1557.3,1235.4,0,674.3,18545.9,54297.8
70387.1,40,Male,0,Professional,9116.124815,0,975.5,4336.2,2178.9,636.5,1335.4,1642.6,1132,0,812.5,22165.9,56309.7
96649.2,24,Male,0,Professional,11329.83799,0,2069.8,7702.7,3019.3,2524.2,1816.1,2779.8,2667.4,0,1436.2,35345.3,77319.4
105372.1,29,Male,2,Retired,13074.41502,0,3021.2,8550,3740.3,1435.2,1589.4,3934,2370.5,5809,1581.9,45106,84297.7
60052.3,32,Male,3,Retired,4010.451282,0,524.8,2934.4,1202.6,405.1,626.9,883.7,870.9,1090.4,338.8,12888,48041.8
66594.5,24,Female,2,Student,5318.909268,0,663.2,3782.8,1856.6,836.9,648.8,1619.6,1088.4,2229.3,273.2,18317.8,53275.6
56253.4,25,Male,1,Student,4876.013171,0,451.2,1838.2,959.7,406,791.5,1116.7,526.5,1023,175.1,12163.9,45002.7
52167.2,24,Male,0,Self_Employed,1825.086445,1187.012869,323.4,1373.3,617,328.6,483.5,971.6,396.8,0,216.5,7722.9,41733.8
78440.6,60,Female,3,Retired,7688.112408,2813.301926,1778.3,3885.9,2814.6,1216.4,1190.3,1776.6,1297.7,1938,537.4,26936.6,62752.4
50830.1,21,Male,4,Retired,1624.514429,1080.943903,231.5,1348.7,832.7,239.8,529.1,476.4,512.2,786.9,190,7852.7,40664.1
61531,24,Female,3,Retired,3229.656795,0,485.1,2643.6,1525.8,665.7,539.5,1618.4,783.5,1568.2,553.6,13613.1,49224.8
53532,62,Male,4,Professional,2029.801954,0,652.5,1522.3,812.2,374.7,674.7,780.3,586.5,1142.6,405.4,8981.1,42825.6
86569.4,58,Male,3,Student,13970.8236,8667.046058,1479.5,6907.1,3231,1152.1,1109.8,2446.2,1633.7,4299.4,957.6,45854.4,69255.5
166765.8,47,Male,0,Retired,19014.87326,24803.26386,4419.6,16114.6,9066.8,4993.6,3486.6,9745.6,4486.9,0,1313.1,97444.9,133412.7
50590.2,35,Male,4,Self_Employed,2118.035659,0,396.1,1139.4,580.2,444.7,527.7,517.9,319.3,564.6,152.8,6760.6,40472.1
46812.7,47,Female,4,Professional,2043.797897,0,296.2,968.7,512.4,249.8,246,515.2,255.4,525,84,5696.5,37450.1
67147.6,24,Male,1,Retired,8144.273718,1970.160488,1122.9,3317.4,1960.6,879.4,765.9,1977.1,815.7,1877.5,640.4,23471.3,53718.1
70379.1,40,Female,3,Student,9113.736803,0,947,4185,1994.5,1140.6,1409.6,1790.5,1232.4,2245.2,598.1,24656.9,56303.3
75734.8,54,Female,2,Retired,10720.4381,0,1574.2,4220.2,1927.2,854.1,1629.1,1612.1,1227.9,2335.1,796.2,26896.4,60587.8
60992,24,Male,2,Student,6297.597208,0,890,2176.2,1568.7,786.5,966.6,1270.2,770.7,1069.3,319.5,16115.3,48793.6
65551.2,55,Male,1,Student,3832.686363,3814.883674,1184.7,3821.6,1547.1,903.2,638.5,1572.6,1041.8,2178.5,523.5,21059.1,52441
80253.9,46,Female,1,Student,6038.077854,0,1109.3,5698.6,2230.3,978.9,1368.3,1974.6,1794.4,2957.7,520.5,24670.5,64203.1
108961.1,51,Female,1,Self_Employed,13792.21336,0,1575.6,7660.5,5500.5,2831.5,3039.5,3601.8,2400.4,4505.2,1733.5,46640.9,87168.9
46278.7,56,Male,0,Self_Employed,1883.601359,0,145.5,890.2,428.9,261.9,194.1,309.6,265.8,0,173.8,4553.3,37022.9
62332.6,58,Female,0,Student,6699.768852,4355.821476,811.6,3137.1,1647.8,812.1,778.7,1550.5,953.2,0,326.2,21072.8,49866.1
75596.4,62,Male,0,Professional,7119.279343,0,991.7,4987.8,1925.7,975.6,1100.4,2768,1391.1,0,784.3,22043.8,60477.1
54394.1,64,Male,0,Retired,2878.814523,0,307.2,1618,986.7,700.8,308.1,919.1,582,0,362.2,8663,43515.3
159837.1,35,Male,1,Professional,17975.5608,0,5405.1,12926.2,8630.9,5294.3,3925.9,9093,5619.4,6430.8,2193.1,77494.3,127869.7
58045,64,Male,1,Professional,2706.752272,1461.658347,827.8,2267.7,1051.7,495.2,859,1235.5,738.3,1514.9,471,13629.5,46436
69025.2,60,Male,0,Retired,4353.774836,5108.618737,899.9,3926.3,1581.6,974.2,715.1,1286.5,1091.4,0,497.9,20435.3,55220.1
86806.2,42,Male,0,Self_Employed,14041.85138,0,1120.5,5799.1,3403.8,1310.9,1608.9,2886.2,1907.7,0,580,32658.9,69444.9
58693.4,44,Male,4,Professional,5608.014562,0,513.3,2263.9,1086.8,713.5,531.9,1106.4,564,1111.7,394.4,13894,46954.7
46847.9,44,Female,3,Professional,2054.363647,646.9353662,276.2,843.3,463.4,325.7,290.3,363,208.8,371.2,90.1,5933.2,37478.3
61290.8,29,Male,4,Retired,6387.231732,0,865.1,3145.6,1562.2,734.9,944.4,1051.8,823.8,1102.9,580.4,17198.4,49032.6
108357.4,40,Female,3,Professional,13671.48004,0,2806.4,9995.2,3665.2,1536.5,3054,4888.7,2887.8,6133.5,889.7,49528.5,86685.9
62912.5,34,Female,0,Professional,3436.870419,0,1046,3367.2,1509.9,985.1,779.6,1768.5,777.3,0,303.1,13973.6,50330
55241.9,61,Female,0,Self_Employed,3048.385262,0,709,1753.1,1111.7,662.2,445.7,1160.5,512,0,246.3,9649,44193.5
102911.9,24,Female,0,Professional,9436.783247,7017.828857,3125.6,6373.1,3425.1,2871.2,2269.2,2553.8,3063.4,0,783,40918.9,82329.5
63024.9,41,Male,4,Student,6907.478467,0,704.5,3426.3,1192.5,868.7,1018,1718.4,701.5,1513.6,555.9,18606.9,50419.9
59946.8,24,Male,1,Self_Employed,3989.360005,0,945.1,2059.1,1198.2,933.4,759.1,1305.8,651.2,1463.4,588.2,13892.6,47957.4
73810.2,46,Male,3,Retired,6762.038115,0,1327.4,4971.4,2534.5,1422.5,710.3,2085,1221.5,2789.1,368.5,24192.1,59048.2
95578.6,45,Female,4,Retired,16673.56857,0,1315.6,6947.3,3151.2,2365.2,1972.4,2526.1,2014.8,4236,1313.9,42516,76462.8
241657,40,Female,0,Retired,40331.3989,37798.11328,7621.8,26000.8,11657.3,6243.4,4913.1,15126.1,9561.9,0,5069.2,164323.2,193325.6
98147.7,27,Male,1,Professional,17444.309,0,1824.1,6058.5,3002.9,2146.1,2458.5,2337.9,2645.1,4217.5,1130.7,43265.6,78518.2
115873.6,33,Male,4,Retired,15174.72845,0,1685.5,11078.4,4380,3369.7,2274.8,3776,2831.8,6869.1,1559.6,52999.6,92698.9
60013.8,60,Male,3,Student,4002.769554,0,548.6,2152.7,1325,579.9,547.9,1133.6,887.6,1125.1,268.5,12571.8,48011.1
53203.8,51,Female,0,Self_Employed,2640.755326,0,546.5,1902.3,982.1,517.9,628.5,564.6,652.2,0,164.9,8599.8,42563
71533.9,42,Female,3,Student,4730.081707,1851.561741,959.9,3458.3,1746.8,1518.3,890.2,2359.2,1493.2,2959,601.7,22568.2,57227.1
72685.6,19,Female,0,Retired,4902.833626,0,1286.6,3572.7,1916.3,1454.7,1272.4,1722.4,1343,0,628.3,18099.1,58148.4
52659.2,22,Female,0,Professional,3797.77126,0,598.3,1360.1,737.9,526.5,566.6,599,547.5,0,237.2,8971,42127.4
66074.6,31,Male,2,Professional,5214.920508,0,983.3,2812.8,1750.9,694.2,910.4,1093.3,903.9,1991.6,580,16935.4,52859.7
81291.3,48,Male,3,Retired,8258.257019,4842.625331,2006.6,5512.2,2736.5,1423.5,1399.4,2606,1424.3,2810.4,685.9,33705.7,65033
80025.3,57,Male,1,Retired,8005.06275,0,1212.7,4006.9,2446,1377.7,1988.1,1911,1414.5,2366.9,506,25235,64020.3
84908.5,23,Male,0,Retired,8981.705191,5652.060833,2078.8,6285.8,3445.2,1792,1215.7,2563.2,1410.6,0,638.2,34063.2,67926.8
77862.8,45,Female,1,Professional,11358.84075,7009.980208,1851.6,5164.7,2757,1131.4,1317.9,1823.8,1497.8,2733.6,1063.2,37709.9,62290.2
59997.2,26,Male,4,Student,2999.574572,0,710.7,2415.2,1312.9,709,621.5,1180.3,713.6,1092.3,535.7,12290.9,47997.7
59887.2,23,Female,0,Self_Employed,5966.163411,0,614.7,2815.4,1352.4,429.3,564,1369.3,836.4,0,416.6,14364.2,47909.8
51496.4,34,Female,0,Retired,3448.928003,1564.286517,351,1550.5,677.3,255.7,247.8,817.5,505,0,179.8,9597.8,41197.1
165088,57,Male,0,Student,25017.59808,23987.21356,4093.6,18582.6,9912.5,3288.6,4448.4,8064.8,4992.1,0,2492.2,104879.7,132070.4
70324.6,52,Male,1,Student,6064.910351,0,1207.7,4030.4,1785.8,1272.9,1231.2,1797.2,933.1,2182.6,908.7,21414.4,56259.6
65061.1,29,Male,2,Student,3759.157835,2448.009103,831,3293.5,1727.3,743.7,852.8,1876.6,1059.6,2061.6,658.2,19311.4,52048.8
54270.1,62,Male,3,Retired,2854.012229,1770.169922,612,1501.9,1068.1,308.5,333.5,836.4,510.3,800.6,154.9,10750.4,43416
354103.9,35,Male,0,Professional,62820.7725,0,12787.8,45417.2,24952.8,12031.8,7716.9,18632.8,10328.2,0,5198.1,199886.5,283283.1
52711.9,60,Male,3,Student,1906.778123,0,378.2,1668.3,920.1,475.7,392.2,927.3,441.4,1189.1,224.7,8523.9,42169.5
61287.5,51,Female,3,Student,4257.495722,1136.90263,940.4,2632.6,1098.4,991.8,868.1,1229.9,776.3,1945,523.1,16400,49030
81840.6,63,Female,3,Student,6276.088059,0,1788.1,4204,2337,1733.8,1713.4,1923,1659.2,2307.6,591.2,24533.4,65472.5
88490.5,18,Male,1,Self_Employed,9698.098563,0,1868.9,6064.3,3343.2,1137.4,2015.4,3434.1,2051.5,4507.5,1305.9,35426.3,70792.4
104556.6,32,Male,3,Student,19366.99293,12802.71535,1653,8342.7,3547.1,2755.2,2253.4,3043,2121.9,5643.3,1720,63249.3,83645.3
167393.9,35,Male,4,Student,25478.78832,0,4482.4,17271.6,8490.4,4839.9,5851.9,9866.4,5655.3,10844.4,3569.1,96350.2,133915.2
84975.8,39,Male,1,Professional,8995.150453,3822.604723,1510.4,4878.7,3222.4,1414.6,1215.5,1953.7,1537.1,4366.4,688.3,33604.8,67980.6
52889,35,Male,1,Student,2577.796152,0,265.5,1350.8,932.7,562.5,593.1,545.1,424.4,1270.4,165.4,8687.7,42311.2
64425.8,18,Male,4,Student,4885.166501,4624.34834,1215.1,3140.5,1562,1129.2,945,1506.6,888.9,1765.7,518,22180.4,51540.7
78377.2,63,Male,2,Retired,7675.438054,0,1582.9,5453.2,2017.8,1144.5,1248.7,2572.3,1274.2,2415.7,1070.5,26455.3,62701.8
196926.6,37,Female,2,Professional,47077.98164,0,4879.8,20721.7,9711.9,6414.4,6823.9,10646.8,7653.1,13476.5,3178.7,130584.8,157541.3
49805.6,53,Female,0,Student,1961.118721,0,365.9,1355.9,563,360.1,399.2,446.8,330.5,0,164.8,5947.2,39844.5
118512.6,55,Female,2,Student,11776.88369,0,3668.1,9262.9,5909.1,1770.8,2808.7,3957.6,3655.6,5550,1010.7,49370.4,94810
74644.1,42,Female,0,Self_Employed,10393.24497,0,732.3,3810.6,2696.1,1486.3,1412.4,1856.2,1376.8,0,414.9,24178.8,59715.3
